id|party|title|text_url|entry_date|publication_date|dar_ref|authors|number_authors
7/A/XV/1|PSD|Decreto-Lei n.º 78/2022, de 7 de novembro “Altera a Lei n.º 30/2021, de 21 de maio, que aprova medidas especiais de contratação pública, o Código dos Contratos Públicos e o Decreto-Lei n.º 60/2018, de 3 de agosto, que procede à simplificação de procedimentos administrativos necessários à prossecução de atividades de investigação e desenvolvimento.”|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595339694f4468684f574d795979316c4e4749334c54526b5a544d744f4455355a5330304e6d466c595445774e6d59315a6a67755a47396a&fich=b88a9c2c-e4b7-4de3-859e-46aea106f5f8.doc&Inline=true|2022-12-07|2022-12-10|11-13/51/II-B/XV/1|PAULO RIOS DE OLIVEIRA, MÁRCIA PASSOS, JORGE SALGUEIRO MENDES, ANTÓNIO PRÔA, ANTÓNIO TOPA GOMES, CARLOS EDUARDO REIS, PATRÍCIA DANTAS, ALEXANDRE POÇO, BRUNO COIMBRA, HUGO CARNEIRO, LUÍS GOMES, JORGE PAULO OLIVEIRA, NUNO CARVALHO, PAULO MONIZ, RUI CRISTINA|15
6/A/XV/1|PSD|Decreto-Lei n.º 52/2022, de 4 de agosto “Aprova o Estatuto do Serviço Nacional de Saúde”|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338324e6d46694d7a6b314f53316a4d546b304c5452695a5751744f54677a4d53316a4d5751354e324e684f444269597a63755a47396a&fich=66ab3959-c194-4bed-9831-c1d97ca80bc7.doc&Inline=true|2022-09-14|2022-09-17|13-15/35/II-B/XV/1|RICARDO BAPTISTA LEITE, ANTÓNIO MALÓ DE ABREU, RUI CRISTINA, PEDRO MELO LOPES, CLÁUDIA BENTO, FÁTIMA RAMOS, FERNANDA VELEZ, HELGA CORREIA, JORGE SALGUEIRO MENDES, MIGUEL SANTOS|10
5/A/XV/1|CH|Do Decreto-Lei n.º 57-C/2022, de 6 de setembro, que “Estabelece medidas excecionais de apoio às famílias para mitigação dos efeitos da inflação”|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c3259533878596a4a684e545530597930775a4746684c54526d4d6a63744f446c6c4e5331684d544d325a5441314d4752684d5455755a47396a65413d3d&fich=1b2a554c-0daa-4f27-89e5-a136e050da15.docx&Inline=true|2022-09-09|2022-09-10|7-8/34/II-B/XV/1|ANDRÉ VENTURA, BRUNO NUNES, DIOGO PACHECO DE AMORIM, FILIPE MELO, GABRIEL MITHÁ RIBEIRO, JORGE GALVEIAS, PEDRO DOS SANTOS FRAZÃO, PEDRO PESSANHA, PEDRO PINTO, RITA MATIAS, RUI AFONSO, RUI PAULO SOUSA|12
4/A/XV/1|PSD|Decreto-Lei n.º 57-C/2022, de 6 de setembro, que “Estabelece medidas excecionais de apoio às famílias para mitigação dos efeitos da inflação”|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338314e3245775a6d52684e6930354e6a526c4c5451334e7a6774595455305a6930775a6d5a6c5a5467354d54466d5a6a51755a47396a65413d3d&fich=57a0fda6-964e-4778-a54f-0ffee8911ff4.docx&Inline=true|2022-09-07|2022-09-10|34/II-B/XV/1|JOAQUIM MIRANDA SARMENTO, RICARDO BAPTISTA LEITE, JOÃO MOURA, PAULA CARDOSO, PAULO RIOS DE OLIVEIRA, CATARINA ROCHA FERREIRA, CLARA MARQUES MENDES, JOAQUIM PINTO MOREIRA, ANDREIA NETO, HUGO PATRÍCIO OLIVEIRA, HUGO CARNEIRO, ALEXANDRE POÇO, LUÍS GOMES, EMÍLIA CERQUEIRA, SÓNIA RAMOS|15
3/A/XV/1|CH|Decreto-Lei n.º 52/2022, de 4 de agosto, que “Aprova o Estatuto do Serviço Nacional de Saúde”|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953396b4e3249335a6a6b304d53316d4e4749774c5451314d4449745954453159533031596a6b774f4759774d4459774e5441755a47396a65413d3d&fich=d7b7f941-f4b0-4502-a15a-5b908f006050.docx&Inline=true|2022-08-04|2022-08-04 2022-08-27|2-2/26/II-B/XV/1 2-2/31/II-B/XV/1|ANDRÉ VENTURA, BRUNO NUNES, DIOGO PACHECO DE AMORIM, FILIPE MELO, GABRIEL MITHÁ RIBEIRO, JORGE GALVEIAS, PEDRO DOS SANTOS FRAZÃO, PEDRO PESSANHA, PEDRO PINTO, RITA MATIAS, RUI AFONSO, RUI PAULO SOUSA|12
2/A/XV/1|PSD|Decreto-Lei n.º 50-A/2022, de 25 de julho, que “Estabelece o regime remuneratório do trabalho suplementar realizado por médicos em serviços de urgência”|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953396b4e324a6b4e5745775a6930345a54526a4c5451774e3259744f5441324e43316c4f545668595455354d5451324f4745755a47396a&fich=d7bd5a0f-8e4c-407f-9064-e95aa591468a.doc&Inline=true|2022-07-26|2023-01-21|14-15/58/II-B/XV/1|JOAQUIM MIRANDA SARMENTO, RICARDO BAPTISTA LEITE, RUI CRISTINA, PEDRO MELO LOPES, HUGO PATRÍCIO OLIVEIRA, CLÁUDIA BENTO, FERNANDA VELEZ, MIGUEL SANTOS, FÁTIMA RAMOS, HELGA CORREIA|10
1/A/XV/1|PSD|Decreto-Lei n.º 45/2022, de 8 de julho - Altera o Regime Jurídico dos Instrumentos de Gestão Territorial, prorrogando o prazo para incluir nos planos municipais e intermunicipais as regras de classificação e qualificação dos solos.|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338794d5746694d325a6d4f4330334d4441304c5452694d6a5974596d526d4f53307a4d7a55314e4755344e4468694e5445755a47396a&fich=21ab3ff8-7004-4b26-bdf9-33554e848b51.doc&Inline=true|2022-07-21|2022-07-22|8-9/23/II-B/XV/1|LUÍS GOMES, SOFIA MATOS, JOÃO BARBOSA DE MELO, FÁTIMA RAMOS, FIRMINO MARQUES, FIRMINO PEREIRA, GUILHERME ALMEIDA, GUSTAVO DUARTE, ISAURA MORAIS, JOAQUIM PINTO MOREIRA, JORGE PAULO OLIVEIRA, JOSÉ SILVANO, GABRIELA FONSECA, GERMANA ROCHA, MIGUEL SANTOS|15
9/I/XV/1|CH|Comissão Eventual de Inquérito Parlamentar para avaliação da actuação do Serviço de Informações de Segurança (SIS) e Sistema de Informações da República Portuguesa (SIRP), bem como da tutela política governamental destas instituições|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953396d5a5759324e6d4d334d4331685a4468694c5451304e7a6b7459575930595330354e4468695932566b5a6a55304d6a4d755a47396a65413d3d&fich=fef66c70-ad8b-4479-af4a-948bcedf5423.docx&Inline=true|2023-05-15|2023-06-17|45-45/142/I série/XV/1|ANDRÉ VENTURA, BRUNO NUNES, DIOGO PACHECO DE AMORIM, FILIPE MELO, GABRIEL MITHÁ RIBEIRO, JORGE GALVEIAS, PEDRO DOS SANTOS FRAZÃO, PEDRO PESSANHA, PEDRO PINTO, RITA MATIAS, RUI AFONSO, RUI PAULO SOUSA|12
8/I/XV/1|IL|Comissão Eventual de Inquérito à Atuação do Serviço de Informações de Segurança (SIS)|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338314e4441334e6a6330597930354e7a55344c54526c4d7a41744f574d775a433168595759325a574d31597a426c4d4455755a47396a65413d3d&fich=5407674c-9758-4e30-9c0d-aaf6ec5c0e05.docx&Inline=true|2023-05-04|2023-06-17|45-45/142/I série/XV/1|RODRIGO SARAIVA, BERNARDO BLANCO, CARLA CASTRO, CARLOS GUIMARÃES PINTO, JOANA CORDEIRO, JOÃO COTRIM FIGUEIREDO, PATRÍCIA GILVAZ, RUI ROCHA|8
7/I/XV/1|BE|Comissão Eventual de Inquérito Parlamentar à Tutela Política da Gestão da TAP|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338335a544e695a54426b4e533034596a646b4c5451774e7a6374595755794f53316a5a6d51354d7a51794e474a694d5455755a47396a65413d3d&fich=7e3be0d5-8b7d-4077-ae29-cfd93424bb15.docx&Inline=true|2023-01-06|2023-02-04|46-46/85/I série/XV/1|PEDRO FILIPE SOARES, MARIANA MORTÁGUA, CATARINA MARTINS, JOANA MORTÁGUA, JOSÉ MOURA SOEIRO|5
6/I/XV/1|CH|Comissão parlamentar de inquérito à gestão da TAP e à utilização dos fundos públicos que lhe foram atribuídos, nomeadamente o pagamento de bónus e indemnizações aos titulares de cargos de gestão e administração da empresa|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338354e6a4a6d4f5752695969316b4d5455794c54526c5a4467744f54646a5969316a596a41324e7a4a684d574e6b4d6a6b755a47396a&fich=962f9dbb-d152-4ed8-97cb-cb0672a1cd29.doc&Inline=true|2023-01-05|2023-02-04|45-45/85/I série/XV/1|ANDRÉ VENTURA, BRUNO NUNES, DIOGO PACHECO DE AMORIM, FILIPE MELO, GABRIEL MITHÁ RIBEIRO, JORGE GALVEIAS, PEDRO DOS SANTOS FRAZÃO, PEDRO PESSANHA, PEDRO PINTO, RITA MATIAS, RUI AFONSO, RUI PAULO SOUSA|12
5/I/XV/1|CH|Comissão Eventual de Inquérito Parlamentar para apurar a eventual ingerência do Primeiro-Ministro na autonomia do Banco de Portugal para proteger a filha do Presidente de Angola|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338774e6d4a6d4e4745315a6930774d7a566d4c5451315a6a55744f474d775a69316c5a6d52685a6a45335a6d4931596a41755a47396a65413d3d&fich=06bf4a5f-035f-45f5-8c0f-efdaf17fb5b0.docx&Inline=true|2022-11-20|2022-12-17|65-65/68/I série/XV/1|ANDRÉ VENTURA, BRUNO NUNES, DIOGO PACHECO DE AMORIM, FILIPE MELO, GABRIEL MITHÁ RIBEIRO, JORGE GALVEIAS, PEDRO DOS SANTOS FRAZÃO, PEDRO PESSANHA, PEDRO PINTO, RITA MATIAS, RUI AFONSO, RUI PAULO SOUSA|12
4/I/XV/1|CH|Comissão Eventual de Inquérito Parlamentar para avaliação da gestão da pandemia por COVID19|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338335a4452684d54426a597930354d5451344c545130597a5974595759794f5330784e446c6b4d7a63794d6a67344e5451755a47396a65413d3d&fich=7d4a10cc-9148-44c6-af29-149d37228854.docx&Inline=true|2022-11-01|2022-12-03|61-61/62/I série/XV/1|ANDRÉ VENTURA, BRUNO NUNES, DIOGO PACHECO DE AMORIM, FILIPE MELO, GABRIEL MITHÁ RIBEIRO, JORGE GALVEIAS, PEDRO DOS SANTOS FRAZÃO, PEDRO PESSANHA, PEDRO PINTO, RITA MATIAS, RUI AFONSO, RUI PAULO SOUSA|12
3/I/XV/1|CH|Comissão Eventual de Inquérito Parlamentar para avaliação do processo de reestruturação do Sistema Integrado de Redes de Emergência e Segurança de Portugal (SIRESP), desde os incêndios de 2017 até ao presente|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338354d7a6b774f475269595330325a444a6b4c54526b4f57497459575135597930334d545a6b4d6a41324d7a63325a6d4d755a47396a65413d3d&fich=93908dba-6d2d-4d9b-ad9c-716d206376fc.docx&Inline=true|2022-10-21|2022-11-04|2-5/43/II-B/XV/1|ANDRÉ VENTURA, BRUNO NUNES, DIOGO PACHECO DE AMORIM, FILIPE MELO, GABRIEL MITHÁ RIBEIRO, JORGE GALVEIAS, PEDRO DOS SANTOS FRAZÃO, PEDRO PESSANHA, PEDRO PINTO, RITA MATIAS, RUI AFONSO, RUI PAULO SOUSA|12
2/I/XV/1|CH|Comissão Eventual de Inquérito Parlamentar sobre a credibilidade dos Relatórios Anuais de Segurança Interna que o Governo apresenta à Assembleia da República|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338334d7a6732596a426c5a6931684d6a4a6d4c54517859546774596a4e6d4e69316d4e6a4e684e444d304e6a55324f5459755a47396a65413d3d&fich=7386b0ef-a22f-41a8-b3f6-f63a43465696.docx&Inline=true|2022-07-29|2022-09-17|76-76/39/I série/XV/1|ANDRÉ VENTURA, BRUNO NUNES, DIOGO PACHECO DE AMORIM, FILIPE MELO, GABRIEL MITHÁ RIBEIRO, JORGE GALVEIAS, PEDRO DOS SANTOS FRAZÃO, PEDRO PESSANHA, PEDRO PINTO, RITA MATIAS, RUI AFONSO, RUI PAULO SOUSA|12
1/I/XV/1|CH|Comissão Eventual de Inquérito Parlamentar à atuação do Estado português no estabelecimento de parcerias com associações de cidadãos russos no acolhimento e integração dos cidadãos ucranianos em Portugal|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c3259533832593246684f445934597930344e6d497a4c54517a5a574d744f5745334d4330334e44426d4e474d304f44686b4d5755755a47396a&fich=6caa868c-86b3-43ec-9a70-740f4c488d1e.doc&Inline=true|2022-05-10|2022-06-04|['42-42', '46-47']/21/I série/XV/1|ANDRÉ VENTURA, BRUNO NUNES, DIOGO PACHECO DE AMORIM, FILIPE MELO, GABRIEL MITHÁ RIBEIRO, JORGE GALVEIAS, PEDRO DOS SANTOS FRAZÃO, PEDRO PESSANHA, PEDRO PINTO, RITA MATIAS, RUI AFONSO, RUI PAULO SOUSA|12
14/D/XV/1||Prorrogação do prazo de funcionamento da Comissão Eventual para a Revisão Constitucional|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c3259533878597a42684e54646c5979316d596a6b774c5451344f5759744f57466b597930354f57526a59546b784d44686b4f5455755a47396a&fich=1c0a57ec-fb90-489f-9adc-99dca9108d95.doc&Inline=true|2023-06-06|2023-06-09|71-71/139/I série/XV/1||0
13/D/XV/1|L|Dinamização do Dia da Criança na Assembleia da República|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c3259533969596a59305a546735596931684d6a55784c5451314d7a637459574934596930774e6d566c4e3251304d5455774f4751755a47396a&fich=bb64e89b-a251-4537-ab8b-06ee7d41508d.doc&Inline=true|2023-06-01|2023-06-01|48-49/236/II-A/XV/1|RUI TAVARES|1
12/D/XV/1||Prorrogação do período normal de funcionamento da Assembleia da República|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595339685a6a42695a6a51304f5330794e44686b4c5451304f574574595467774e7931684d3252694e6a41344e7a466d595455755a47396a&fich=af0bf449-248d-449a-a807-a3db60871fa5.doc&Inline=true|2023-05-24|2023-06-09|70-70/139/I série/XV/1||0
11/D/XV/1|PSD|Realização de estudo independente para avaliação dos efeitos das alterações ao regime do arrendamento urbano nos últimos 10 anos|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338324d5451795a574a684d7930794e4751354c5452685a544d744f57466b5a5330785a57517a4e6d59344e7a6c684d444d755a47396a&fich=6142eba3-24d9-4ae3-9ade-1ed36f879a03.doc&Inline=true|2023-03-06|2023-05-20|54-54/131/I série/XV/1|JOAQUIM MIRANDA SARMENTO|1
10/D/XV/1||Prorrogação do prazo de funcionamento da Comissão Eventual para a Revisão Constitucional|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c3259533830596a49344d44426a5a43316b4e5468694c5452684d544d7459546c6b4d53316b4d544d32593245324e5449325a5451755a47396a&fich=4b2800cd-d58b-4a13-a9d1-d136ca6526e4.doc&Inline=true|2023-01-30|2023-02-04|45-45/85/I série/XV/1||0
9/D/XV/1||Constituição de uma Comissão Eventual para a Revisão Constitucional|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953396b4e5445355a6d45774e4330344e546c694c545179597a67744f544a6a4e79316a4e7a4a695a544d354d6d59314f4467755a47396a&fich=d519fa04-859b-42c8-92c7-c72be392f588.doc&Inline=true|2022-12-06|2022-12-10|63-63/64/I série/XV/1||0
8/D/XV/1||Suspensão dos trabalhos das comissões parlamentares durante o processo orçamental|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338784d444e6a4d4759794d793035596d4e6a4c5451335a5467744f4467304d4330794d3245304d44646b4f574a6c5a4749755a47396a&fich=103c0f23-9bcc-47e8-8840-23a407d9bedb.doc&Inline=true|2022-09-30|2022-10-08|53-53/47/I série/XV/1||0
7/D/XV/1||Procede à primeira alteração à Deliberação n.º 1-PL/2022, de 8 de abril (Elenco e composição das comissões parlamentares permanentes)|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953396b596d566b4e7a646c4e6931694d47466c4c5451784d544d74596d4d304e5330304d54646d4e4455305a4467314d4449755a47396a&fich=dbed77e6-b0ae-4113-bc45-417f454d8502.doc&Inline=true|2022-09-30|2022-10-08|53-53/47/I série/XV/1||0
6/D/XV/1||Utilização da bandeira da União Europeia na Assembleia da República|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953387a5a6a6b78597a45335979316a4e574e6d4c545135597a45744f4751314d43316d4e6d4668596a466b4f4455794e444d755a47396a65413d3d&fich=3f91c17c-c5cf-49c1-8d50-f6aab1d85243.docx&Inline=true|2022-07-21|2022-07-22|57-57/35/I série/XV/1||0
5/D/XV/1||Fixa a composição, distribuição e elenco dos Grupos Parlamentares de Amizade na XV Legislatura|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953396d5957497a5a4441314f4330345a546b304c545268595467745957566b595330314f5463775a6d4d794d475a6b4d7a6b755a47396a65413d3d&fich=fab3d058-8e94-4aa8-aeda-5970fc20fd39.docx&Inline=true|2022-06-29|2022-07-09|62-62/33/I série/XV/1||0
4/D/XV/1||Prorrogação do período normal de funcionamento da Assembleia da República|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338774d7a55315954597a4f4330354e7a67794c545131595441745954526d4e79316c4d544a6c4d6a51794e4451784e3255755a47396a&fich=0355a638-9782-45a0-a4f7-e12e2424417e.doc&Inline=true|2022-06-01|2022-06-04|42-42/21/I série/XV/1||0
3/D/XV/1||Composição das Delegações da Assembleia da República às Organizações Parlamentares Internacionais na XV Legislatura|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953396959544a685a4759354f5330305a546c684c5451324d6a63744f474d794e6930344f444a685a6a633259544930596d45755a47396a&fich=ba2adf99-4e9a-4627-8c26-882af76a24ba.doc&Inline=true|2022-04-29|2022-04-30|110-110/13/I série/XV/1||0
2/D/XV/1||Suspensão dos trabalhos das comissões parlamentares durante o processo orçamental|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953396c4e4749334d5745305a5331684d574d314c5451304f4455744f54417a4d53307a4f5441344f445a684f44686a4f5459755a47396a&fich=e4b71a4e-a1c5-4485-9031-390886a88c96.doc&Inline=true|2022-04-27|2022-04-30|110-110/13/I série/XV/1||0
1/D/XV/1||Elenco e composição das comissões parlamentares permanentes|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595339694d4745794d3259355a533168593252694c54517a4f4441744f444d304e6930795a6d5a6b4f57517a4f4441354d4745755a47396a&fich=b0a23f9e-acdb-4380-8346-2ffd9d38090a.doc&Inline=true|2022-04-07|2022-04-09|83-83/4/I série/XV/1||0
891/J/XV/1|CH|Consagra a obrigatoriedade da existência de canais de denúncia de assédio moral e sexual nas Instituições de Ensino Superior|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c3259533969593259784e544a685979316c4e5746684c545133595749744f4449314e4330795a446b354d32466b4d6d49334d6a63755a47396a65413d3d&fich=bcf152ac-e5aa-47ab-8254-2d993ad2b727.docx&Inline=true|2023-09-13|||ANDRÉ VENTURA, BRUNO NUNES, DIOGO PACHECO DE AMORIM, FILIPE MELO, GABRIEL MITHÁ RIBEIRO, JORGE GALVEIAS, PEDRO DOS SANTOS FRAZÃO, PEDRO PESSANHA, PEDRO PINTO, RITA MATIAS, RUI AFONSO, RUI PAULO SOUSA|12
890/J/XV/1|PSD|Manutenção da redução do IRS em 2024 atento o excesso de receita fiscal cobrada face ao orçamentado e os efeitos da inflação|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953387a4e546331596d51344d693079596a55314c545132596a6b744f5455304e43316b4d545a6b4f4463344e6a6332595751755a47396a65413d3d&fich=3575bd82-2b55-46b9-9544-d16d878676ad.docx&Inline=true|2023-09-10|||JOAQUIM MIRANDA SARMENTO, HUGO CARNEIRO, DUARTE PACHECO, ALEXANDRE SIMÕES, ARTUR SOVERAL ANDRADE, CARLOS EDUARDO REIS, HUGO MARTINS DE CARVALHO, ISAURA MORAIS, JOÃO BARBOSA DE MELO, JORGE PAULO OLIVEIRA, PATRÍCIA DANTAS, PAULA CARDOSO, PAULO MONIZ, RUI VILAR, SARA MADRUGA DA COSTA, AFONSO OLIVEIRA|16
889/J/XV/1|PSD|Estímulos a aumentos na produtividade através de uma isenção de IRS e de TSU|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953396a4f4459794e325131597930784f5467304c54526c5a6d4d744f546b314d4330774f5467784e4456694d7a4134593255755a47396a65413d3d&fich=c8627d5c-1984-4efc-9950-098145b308ce.docx&Inline=true|2023-09-10|||JOAQUIM MIRANDA SARMENTO, HUGO CARNEIRO, DUARTE PACHECO, ALEXANDRE SIMÕES, ARTUR SOVERAL ANDRADE, CARLOS EDUARDO REIS, HUGO MARTINS DE CARVALHO, ISAURA MORAIS, JOÃO BARBOSA DE MELO, JORGE PAULO OLIVEIRA, PATRÍCIA DANTAS, PAULA CARDOSO, PAULO MONIZ, RUI VILAR, SARA MADRUGA DA COSTA, AFONSO OLIVEIRA|16
888/J/XV/1|PSD|Reduzir as taxas de IRS para os jovens até aos 35 anos para um máximo de 15%|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338784d6a55314d474d344e6930784d7a566c4c5451334f446774595445314d433031596d55324d545a684e7a466d4d6d45755a47396a65413d3d&fich=12550c86-135e-4788-a150-5be616a71f2a.docx&Inline=true|2023-09-10|||JOAQUIM MIRANDA SARMENTO, ALEXANDRE POÇO, HUGO CARNEIRO, DUARTE PACHECO, ALEXANDRE SIMÕES, ARTUR SOVERAL ANDRADE, CARLOS EDUARDO REIS, HUGO MARTINS DE CARVALHO, ISAURA MORAIS, JOÃO BARBOSA DE MELO, JORGE PAULO OLIVEIRA, PATRÍCIA DANTAS, PAULA CARDOSO, PAULO MONIZ, RUI VILAR, SARA MADRUGA DA COSTA, AFONSO OLIVEIRA|17
887/J/XV/1|PSD|Transparência e aplicação democrática dos excessos de receita fiscal face ao Orçamento do Estado e atualização automática dos escalões do IRS|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338315a4451314e4451784f4330784f4467344c545130595759744f5459345a6930334e44686b4d7a63304e6d59794e5451755a47396a65413d3d&fich=5d454418-1888-44af-968f-748d3746f254.docx&Inline=true|2023-09-10|||JOAQUIM MIRANDA SARMENTO, HUGO CARNEIRO, DUARTE PACHECO, ALEXANDRE SIMÕES, ARTUR SOVERAL ANDRADE, CARLOS EDUARDO REIS, HUGO MARTINS DE CARVALHO, ISAURA MORAIS, JOÃO BARBOSA DE MELO, JORGE PAULO OLIVEIRA, PATRÍCIA DANTAS, PAULA CARDOSO, PAULO MONIZ, RUI VILAR, SARA MADRUGA DA COSTA, AFONSO OLIVEIRA|16
886/J/XV/1|CH|Procede à isenção de propinas para alunos a frequentar estágios profissionais obrigatórios em cursos do ensino superior, transversal a todas as áreas de estudo, alterando a Lei n.º 37/2003, de 22 de agosto, que estabelece as bases do financiamento do ensino superior|http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338794d5451344e5441324e4330784d4751334c5451795a575974595759794e4331694f47497a596a55335a4749775a6a6b755a47396a65413d3d&fich=21485064-10d7-42ef-af24-b8b3b57db0f9.docx&Inline=true|2023-09-08|||ANDRÉ VENTURA, BRUNO NUNES, DIOGO PACHECO DE AMORIM, FILIPE MELO, GABRIEL MITHÁ RIBEIRO, JORGE GALVEIAS, PEDRO DOS SANTOS FRAZÃO, PEDRO PESSANHA, PEDRO PINTO, RITA MATIAS, RUI AFONSO, RUI PAULO SOUSA|12
